epochs;train_loss;val_loss;accuracy_skl;precision_skl_macro;precision_skl_wgt;recall_skl_macro;recall_skl_wgt;f1_skl_macro;f1_skl_wgt;auc_skl_macro;auc_skl_wgt;accuracy_tf;precision_tf;recall_tf;auc_tf
29;0.4476209282875061;0.6700186729431152;0.7544378698224852;0.6767847786358624;0.752366338513732;0.6392135388258714;0.7544378698224852;0.6557312419898037;0.7504235167754966;0.9371519667079942;0.9174815643635041;0.75443786;0.7943417;0.7199211;0.95461535
22;0.4772568643093109;0.6761058568954468;0.7603550295857988;0.7488708527399229;0.7600376116690524;0.6308198816665972;0.7603550295857988;0.6699180672340681;0.7562177792675393;0.9338222417440565;0.9144407292050182;0.76035506;0.787649;0.7169625;0.9529033
21;0.491767942905426;0.6797661781311035;0.7840236686390533;0.7136985741000467;0.7870292171865966;0.6560753345218137;0.7840236686390533;0.6800555772490569;0.778846408129402;0.9269991756311873;0.9217113572714941;0.78402364;0.79936975;0.7504931;0.95106685
25;0.43240097165107727;0.7679740786552429;0.7423494570582428;0.6785808164925512;0.7395471626131326;0.6530176292752664;0.7423494570582428;0.664604551818608;0.7394238741343013;0.9181442370531974;0.9002078136982361;0.74234945;0.7612903;0.6989141;0.9418823
24;0.46680980920791626;0.6957802772521973;0.7554240631163708;0.6871782818314321;0.7507414501407539;0.6284955659338604;0.7554240631163708;0.6512196231765419;0.7498432906338395;0.931058326626212;0.9172318520905816;0.7554241;0.7911733;0.7248521;0.95014834
15;0.5665988326072693;0.6731770634651184;0.7583826429980276;0.710575647469561;0.7561136815721685;0.6245939066612763;0.7583826429980276;0.6576370495342289;0.7546743009089841;0.9303655421627431;0.9149381322684165;0.7583826;0.7881449;0.7080868;0.95296085
18;0.5289744734764099;0.6749680638313293;0.7544378698224852;0.6600994058130484;0.750944006322771;0.6202048845405504;0.7544378698224852;0.6337553340441732;0.7497894968830396;0.9333736705080327;0.9210905220560612;0.75443786;0.79405284;0.7110454;0.952459
22;0.44462618231773376;0.7867112159729004;0.7413622902270484;0.6535862507837812;0.7411255452084107;0.5634634524151554;0.7413622902270484;0.5931780647246135;0.7325417915141315;0.9156483368431408;0.9014564286237278;0.7413623;0.7683316;0.71372163;0.9397739
25;0.4563775062561035;0.6461957693099976;0.7761341222879684;0.7359583087621013;0.7726839950918599;0.6224033233981374;0.7761341222879684;0.6638754615571938;0.7697652213441744;0.9388952845089761;0.9256084866657032;0.77613413;0.7972252;0.7366864;0.9567401
17;0.5230666399002075;0.69245445728302;0.7554240631163708;0.7361552794236647;0.7619906219917503;0.6270698176457824;0.7554240631163708;0.6518754370626288;0.7526849928376417;0.9301695219314948;0.9112600532798383;0.7554241;0.7902174;0.7169625;0.95051247
38;0.42680296301841736;0.7229150533676147;0.757396449704142;0.7025381925789621;0.7555480943085225;0.6000281510840217;0.757396449704142;0.6362440537325352;0.7506945693689789;0.9201176403475229;0.9092125790406925;0.75739646;0.7768332;0.7209073;0.9463122
22;0.4827979505062103;0.7257379293441772;0.7502467917077986;0.6778562800830125;0.7535539458386862;0.6558574106175522;0.7502467917077986;0.6643993840743563;0.7505061059127105;0.923230391358684;0.9124905577964998;0.75024676;0.77898157;0.70977294;0.94587904
