epochs;train_loss;val_loss;accuracy_skl;precision_skl_macro;precision_skl_wgt;recall_skl_macro;recall_skl_wgt;f1_skl_macro;f1_skl_wgt;auc_skl_macro;auc_skl_wgt;accuracy_tf;precision_tf;recall_tf;auc_tf
28;0.4154692590236664;0.6894484162330627;0.7554240631163708;0.6768698633920508;0.7548041937235862;0.6143922303487463;0.7554240631163708;0.635885750490494;0.7519519738567705;0.9245685671107804;0.9137565367190456;0.7554241;0.7895299;0.72879684;0.95028305
16;0.5283834934234619;0.6858615875244141;0.7603550295857988;0.7133034842967634;0.7554183152358099;0.617252698175873;0.7603550295857988;0.6527095854796056;0.7541851823680994;0.9270346462528192;0.917940874238984;0.76035506;0.7908497;0.71597636;0.95123345
71;0.3832240700721741;0.6815659403800964;0.7672583826429981;0.7178413300536063;0.765114768471546;0.6482405947372205;0.7672583826429981;0.6771585769227187;0.7619602926489212;0.9328509210104036;0.9198627730954214;0.7672584;0.78913736;0.7307692;0.9534271
31;0.4232195317745209;0.6824230551719666;0.7611056268509379;0.6970825811123024;0.7597527077593603;0.6434615288549198;0.7611056268509379;0.6649885303872354;0.7585158403782085;0.933878083407473;0.9188618039519059;0.76110566;0.79569894;0.73050344;0.9512623
19;0.48810967803001404;0.684196412563324;0.7495069033530573;0.6965146089988873;0.7449430416546342;0.6054082704231477;0.7495069033530573;0.6375020184909254;0.7440485952176086;0.9317383722446113;0.923334133290551;0.7495069;0.7819149;0.7248521;0.9522203
23;0.45503419637680054;0.7193753123283386;0.7514792899408284;0.6636143491021849;0.7492094427284589;0.6191406902588218;0.7514792899408284;0.6388644648711982;0.7473458132157812;0.9277280785393973;0.9134479387897999;0.75147927;0.7843348;0.7209073;0.9474206
28;0.45147377252578735;0.686488151550293;0.7652859960552268;0.705574806010369;0.7676672619030294;0.650722531682284;0.7652859960552268;0.6702441286960196;0.7628699517953134;0.9287713902215535;0.9112233811632091;0.76528597;0.7847966;0.7228797;0.95110035
35;0.4073755145072937;0.6732909083366394;0.771964461994077;0.7271687822052678;0.7696603762546856;0.6688860191425784;0.771964461994077;0.6943811834433505;0.7667202261519419;0.9329393899825056;0.9210430466695392;0.7719645;0.79850745;0.7393879;0.9526562
28;0.424795001745224;0.6934029459953308;0.7692307692307693;0.7116052362490525;0.7711933968725377;0.6691660119334538;0.7692307692307693;0.6798948482295244;0.7679876939551556;0.9343643385476433;0.9231965260256793;0.7692308;0.79675674;0.72682446;0.95046264
18;0.5001634359359741;0.7123239040374756;0.757396449704142;0.6787583891959122;0.7541634083475445;0.6082910236635394;0.757396449704142;0.6377595918190315;0.7503444656491376;0.9199845034150286;0.9072534531301634;0.75739646;0.78919494;0.73471403;0.9480389
32;0.42563578486442566;0.657745897769928;0.7692307692307693;0.7423540745394693;0.7699667685866864;0.6860533626994695;0.7692307692307693;0.7089811698340648;0.7660201186367587;0.9349531938275387;0.922151475602534;0.7692308;0.7940866;0.7416174;0.9559704
32;0.4175865948200226;0.6777621507644653;0.7611056268509379;0.7083391896293451;0.7621289580374537;0.6450197984864628;0.7611056268509379;0.6712055291078606;0.7569902284837026;0.9307491680530893;0.9175004393097977;0.76110566;0.7910448;0.7324778;0.95369023
