epochs;train_loss;val_loss;accuracy_skl;precision_skl_macro;precision_skl_wgt;recall_skl_macro;recall_skl_wgt;f1_skl_macro;f1_skl_wgt;auc_skl_macro;auc_skl_wgt;accuracy_tf;precision_tf;recall_tf;auc_tf
44;0.5702847242355347;0.7178483605384827;0.7258382642998028;0.7074638868756516;0.7331512984314934;0.5729402530944435;0.7258382642998028;0.616557395664589;0.7156792458099422;0.9287845957644105;0.9047006572386608;0.72583824;0.7628415;0.6883629;0.9475979
39;0.5634847283363342;0.6360607147216797;0.7495069033530573;0.6860405370012507;0.7514684005300196;0.6631792904980148;0.7495069033530573;0.6708189522644278;0.7458526201201948;0.9424318532848716;0.9248020350903654;0.7495069;0.8006719;0.7051282;0.9582582
49;0.5557474493980408;0.6763738989830017;0.7613412228796844;0.7098583340487313;0.7610998366391479;0.6442300364015624;0.7613412228796844;0.6701433073116565;0.7545502826287992;0.9325684214672848;0.9096257824646815;0.7613412;0.8006682;0.709073;0.9524693
31;0.5740706324577332;0.6760531067848206;0.7630799605133267;0.718061456542432;0.7658751555024631;0.6221634200987051;0.7630799605133267;0.6580869577034866;0.7566611990080405;0.9333450986903257;0.9151886168038348;0.76307994;0.8021858;0.72458047;0.9521534
39;0.5638616681098938;0.6363546848297119;0.7702169625246549;0.6717696705185349;0.7712213048724733;0.6357231662163448;0.7702169625246549;0.6507212677049731;0.7670111539314992;0.9410313346159266;0.9222257656607803;0.77021694;0.809628;0.72978306;0.9583428
51;0.5416072010993958;0.7403891682624817;0.7238658777120316;0.6933005478929868;0.7262189887700932;0.5977409652705704;0.7238658777120316;0.6302645006950672;0.7162178729694473;0.9228896592710609;0.9034955426393523;0.72386587;0.76785713;0.678501;0.94474393
47;0.552415132522583;0.6830072402954102;0.7485207100591716;0.6927184028658301;0.7492472853852397;0.6030414578482264;0.7485207100591716;0.6370557008561137;0.7399206877471864;0.930479966238492;0.9103696024595705;0.74852073;0.7900969;0.72386587;0.9526604
46;0.5487949848175049;0.6599922180175781;0.7512339585389931;0.6936491999567408;0.7516654685359813;0.6512672667230478;0.7512339585389931;0.6673875594758161;0.7456576319862815;0.9404956380288013;0.9178586142526703;0.75123394;0.78354;0.68608093;0.954786
32;0.5692775249481201;0.6925124526023865;0.7317554240631163;0.74894648329814;0.7373828811526932;0.5935528554324208;0.7317554240631163;0.6301411568212937;0.7246948674486999;0.9336195830733671;0.9089315182029158;0.73175544;0.7759382;0.69329387;0.9506115
28;0.5886390209197998;0.6273900270462036;0.7682445759368837;0.7080376932996049;0.770921176429944;0.6326372204084353;0.7682445759368837;0.6514829695171761;0.7619597141013699;0.9420965733504815;0.9279911700005896;0.76824456;0.8046103;0.7228797;0.9588756
33;0.5591514706611633;0.6909475326538086;0.7455621301775148;0.677801984204743;0.7474473110704624;0.6127050493014349;0.7455621301775148;0.6382719470996013;0.7378217433384686;0.9296329842985993;0.9092915268633518;0.74556214;0.7833698;0.7061144;0.95042795
58;0.5348076224327087;0.6971835494041443;0.7601184600197434;0.7133794610760725;0.7595154413723164;0.6373300974217971;0.7601184600197434;0.6688096807563314;0.7540363148949636;0.93065485272013;0.9116952827769791;0.7601185;0.79079956;0.71273446;0.9496506
