epochs;train_loss;val_loss;accuracy_skl;precision_skl_macro;precision_skl_wgt;recall_skl_macro;recall_skl_wgt;f1_skl_macro;f1_skl_wgt;auc_skl_macro;auc_skl_wgt;accuracy_tf;precision_tf;recall_tf;auc_tf
50;0.47957295179367065;0.6052421927452087;0.7879684418145957;0.7275501158680461;0.7883599063862261;0.6729482383640959;0.7879684418145957;0.6955673759411237;0.7841499184412046;0.9418509914256216;0.9273502651594951;0.78796846;0.8215488;0.7218935;0.9621098
28;0.4949195384979248;0.7020725607872009;0.7406311637080868;0.7170657411991325;0.7445967165180554;0.6478365596470175;0.7406311637080868;0.672923893880078;0.7330665193632941;0.9327826718124083;0.922319551535186;0.74063116;0.7763158;0.69822484;0.94931394
53;0.4375287890434265;0.6609574556350708;0.7583826429980276;0.7354961230433634;0.758905607291433;0.6214106649347614;0.7583826429980276;0.6544453208748758;0.7525273018111052;0.9375555946396691;0.9237957641926682;0.7583826;0.79234976;0.71499014;0.9552781
19;0.5594985485076904;0.6449869275093079;0.7591312931885489;0.7066863707141117;0.7604161361703153;0.6107122297405698;0.7591312931885489;0.6406246042925395;0.7566912022847949;0.9389282452179829;0.9175674089832314;0.7591313;0.7947846;0.69200397;0.9565465
30;0.49726471304893494;0.5793750286102295;0.7938856015779092;0.729139467792903;0.7923853735213578;0.6541592622712168;0.7938856015779092;0.6847615562418485;0.7893288457291617;0.9503643661239268;0.9350783743044003;0.7938856;0.81976116;0.7445759;0.9653761
36;0.46310997009277344;0.6164536476135254;0.7830374753451677;0.7600248972793421;0.782148841729139;0.6782563757191132;0.7830374753451677;0.7082002021155637;0.7792581365046329;0.9437127828355202;0.9332462476356685;0.7830375;0.8073593;0.7357002;0.95995563
33;0.44650381803512573;0.7219434976577759;0.7258382642998028;0.6720402210539335;0.72329979087902;0.6190471141188084;0.7258382642998028;0.640733063424891;0.7216968928455064;0.9268721914836601;0.9090956392164387;0.72583824;0.7827548;0.6893491;0.94642794
28;0.49310362339019775;0.6562917828559875;0.7601184600197434;0.7183885711939855;0.7621096433798916;0.627621695743679;0.7601184600197434;0.6350279808711159;0.7546035880105728;0.9399025160494382;0.9170769103028593;0.7601185;0.79447514;0.70977294;0.95583487
27;0.5066096186637878;0.6654223203659058;0.7712031558185405;0.7199669732722277;0.7674866723932362;0.6602790388419696;0.7712031558185405;0.6864672435885909;0.7666440972137544;0.937132321947766;0.9233488606133854;0.77120316;0.809101;0.7189349;0.95396125
20;0.5410377979278564;0.6876175403594971;0.7386587771203156;0.7729163630424174;0.7447755080236307;0.5864639100456875;0.7386587771203156;0.6200237726157813;0.7290418244342176;0.9293741827210384;0.9158716170949815;0.7386588;0.77262694;0.69033533;0.9515433
32;0.4720539152622223;0.6840628981590271;0.7564102564102564;0.6948489197713582;0.7541619473059934;0.6309025606281704;0.7564102564102564;0.6570117484976462;0.7498552808428913;0.9359298169474083;0.9138126798341611;0.75641024;0.77681476;0.7071006;0.95297325
23;0.5301647782325745;0.6212030649185181;0.7680157946692991;0.6931687861490817;0.7708340518026424;0.6759025963963895;0.7680157946692991;0.6811093685984467;0.7680848558383657;0.9433531598730774;0.9263517283882867;0.7680158;0.81114906;0.70385;0.9604505
