epochs;train_loss;val_loss;accuracy_skl;precision_skl_macro;precision_skl_wgt;recall_skl_macro;recall_skl_wgt;f1_skl_macro;f1_skl_wgt;auc_skl_macro;auc_skl_wgt;accuracy_tf;precision_tf;recall_tf;auc_tf
26;0.5356180667877197;0.6540719866752625;0.7613412228796844;0.7187561171616448;0.7700646054802928;0.6299780001726824;0.7613412228796844;0.6619300187392677;0.75495133880956;0.9366886504914627;0.9239203137627979;0.7613412;0.79;0.70118344;0.95529944
26;0.5242392420768738;0.6519182920455933;0.7662721893491125;0.7522316033266242;0.7690475518100968;0.6947285103836935;0.7662721893491125;0.7189451490671804;0.7613443724305118;0.9394179569257003;0.9238475598270092;0.7662722;0.809101;0.7189349;0.9556346
21;0.5639529824256897;0.6710844039916992;0.7652859960552268;0.7173079286649978;0.7711910672599727;0.6357289758968466;0.7652859960552268;0.6663490372586686;0.7571772104722708;0.9306710356934302;0.9155787336059028;0.76528597;0.79956186;0.7199211;0.95280766
26;0.5288814902305603;0.680752158164978;0.7502467917077986;0.6878617561910421;0.7538728779972405;0.5882859679704382;0.7502467917077986;0.5952184276544302;0.7429609117937229;0.933611469069744;0.9143769865088979;0.75024676;0.7866521;0.70977294;0.9519711
49;0.44549161195755005;0.6251740455627441;0.7672583826429981;0.7438765487463285;0.7718910633325619;0.6410629669454685;0.7672583826429981;0.6726194355503466;0.7631348650870905;0.9451376519100155;0.9270899367146026;0.7672584;0.8049569;0.7366864;0.95939213
43;0.48843106627464294;0.6446635723114014;0.7741617357001972;0.7533578220358034;0.7793587977070223;0.6639582996562219;0.7741617357001972;0.6988019866296731;0.7696834078674601;0.9414632876295878;0.9255201338089273;0.77416176;0.8084416;0.7366864;0.9566159
23;0.5433753132820129;0.6789417862892151;0.7445759368836292;0.7220001006777078;0.7489812853205192;0.6277643243314311;0.7445759368836292;0.661563696938471;0.7391003129941662;0.9321999898397811;0.9141194541369921;0.7445759;0.7815965;0.69526625;0.95227176
46;0.489350825548172;0.6636325716972351;0.7581441263573544;0.6809867075087057;0.7565515563852496;0.590883760305604;0.7581441263573544;0.6251441538302974;0.7493540605798138;0.9326944496486815;0.9182563436279532;0.75814414;0.7982262;0.7107601;0.95418394
23;0.5461480617523193;0.69568932056427;0.7435897435897436;0.7170242654279461;0.7527609601260319;0.6442780962753846;0.7435897435897436;0.661154949143589;0.7389777069968457;0.9350692691826915;0.9138268006597049;0.74358976;0.7821782;0.70118344;0.9502164
30;0.5089023113250732;0.6173892021179199;0.7672583826429981;0.6823289550010644;0.7675250865659503;0.5943235478181714;0.7672583826429981;0.6179474471426251;0.7597273190583105;0.9372075996188695;0.925008306713312;0.7672584;0.8013029;0.7278106;0.95926946
30;0.4972825050354004;0.649221658706665;0.76232741617357;0.73625966673636;0.759211817184332;0.6322353945403695;0.76232741617357;0.6725182979734304;0.7559276423060706;0.9345552866065154;0.9220398341551471;0.76232743;0.80335194;0.709073;0.95597553
33;0.48506245017051697;0.676515519618988;0.7453109575518263;0.6816319908194685;0.7423672106402257;0.6006198890347852;0.7453109575518263;0.63235872301055;0.7383704892022694;0.9352738045698005;0.9136809355191048;0.74531096;0.77964205;0.6880553;0.9530375
